"Type","Level","Offset","Size","Field Type","Field Name","Elt Type","Comment"
"creature_raw","4","0xfb4","0x4","int32_t","graphics.profession_texpos_gs[GUARD][GUILD_METALSMITH]","",""
"creature_raw","4","0xfb8","0x4","int32_t","graphics.profession_texpos_gs[GUARD][GUILD_JEWELER]","",""
"creature_raw","4","0xfbc","0x4","int32_t","graphics.profession_texpos_gs[GUARD][GUILD_CRAFTSMAN]","",""
"creature_raw","4","0xfc0","0x4","int32_t","graphics.profession_texpos_gs[GUARD][HOUSE_DEATH]","",""
"creature_raw","4","0xfc4","0x4","int32_t","graphics.profession_texpos_gs[GUARD][HOUSE_ANIMAL]","",""
"creature_raw","4","0xfc8","0x4","int32_t","graphics.profession_texpos_gs[GUARD][HOUSE_FARMER]","",""
"creature_raw","4","0xfcc","0x4","int32_t","graphics.profession_texpos_gs[GUARD][PHILOSOPHER]","",""
"creature_raw","4","0xfd0","0x4","int32_t","graphics.profession_texpos_gs[GUARD][ADVISOR]","",""
"creature_raw","4","0xfd4","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CULT_AXE]","",""
"creature_raw","4","0xfd8","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CULT_MACE]","",""
"creature_raw","4","0xfdc","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CULT_SWORD]","",""
"creature_raw","4","0xfe0","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CULT_HAMMER]","",""
"creature_raw","4","0xfe4","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CULT_CROSSBOW]","",""
"creature_raw","4","0xfe8","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CULT_SPEAR]","",""
"creature_raw","4","0xfec","0x4","int32_t","graphics.profession_texpos_gs[GUARD][ALCHEMIST]","",""
"creature_raw","4","0xff0","0x4","int32_t","graphics.profession_texpos_gs[GUARD][DUNGEONMASTER]","",""
"creature_raw","4","0xff4","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MERCHANT]","",""
"creature_raw","4","0xff8","0x4","int32_t","graphics.profession_texpos_gs[GUARD][DIPLOMAT]","",""
"creature_raw","4","0xffc","0x4","int32_t","graphics.profession_texpos_gs[GUARD][GUILDREP]","",""
"creature_raw","4","0x1000","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MERCHANTBARON]","",""
"creature_raw","4","0x1004","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MERCHANTPRINCE]","",""
"creature_raw","4","0x1008","0x4","int32_t","graphics.profession_texpos_gs[GUARD][OUTPOSTLIAISON]","",""
"creature_raw","4","0x100c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][DRUID]","",""
"creature_raw","4","0x1010","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CHAMPION]","",""
"creature_raw","4","0x1014","0x4","int32_t","graphics.profession_texpos_gs[GUARD][HAMMERMAN]","",""
"creature_raw","4","0x1018","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_HAMMERMAN]","",""
"creature_raw","4","0x101c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][SPEARMAN]","",""
"creature_raw","4","0x1020","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_SPEARMAN]","",""
"creature_raw","4","0x1024","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CROSSBOWMAN]","",""
"creature_raw","4","0x1028","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_CROSSBOWMAN]","",""
"creature_raw","4","0x102c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][WRESTLER]","",""
"creature_raw","4","0x1030","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_WRESTLER]","",""
"creature_raw","4","0x1034","0x4","int32_t","graphics.profession_texpos_gs[GUARD][AXEMAN]","",""
"creature_raw","4","0x1038","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_AXEMAN]","",""
"creature_raw","4","0x103c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][SWORDSMAN]","",""
"creature_raw","4","0x1040","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_SWORDSMAN]","",""
"creature_raw","4","0x1044","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MACEMAN]","",""
"creature_raw","4","0x1048","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_MACEMAN]","",""
"creature_raw","4","0x104c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][PIKEMAN]","",""
"creature_raw","4","0x1050","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_PIKEMAN]","",""
"creature_raw","4","0x1054","0x4","int32_t","graphics.profession_texpos_gs[GUARD][BOWMAN]","",""
"creature_raw","4","0x1058","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_BOWMAN]","",""
"creature_raw","4","0x105c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][BLOWGUNMAN]","",""
"creature_raw","4","0x1060","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_BLOWGUNMAN]","",""
"creature_raw","4","0x1064","0x4","int32_t","graphics.profession_texpos_gs[GUARD][RECRUIT]","",""
"creature_raw","4","0x1068","0x4","int32_t","graphics.profession_texpos_gs[GUARD][TRAINED_HUNTER]","",""
"creature_raw","4","0x106c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][TRAINED_WAR]","",""
"creature_raw","4","0x1070","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_THIEF]","",""
"creature_raw","4","0x1074","0x4","int32_t","graphics.profession_texpos_gs[GUARD][THIEF]","",""
"creature_raw","4","0x1078","0x4","int32_t","graphics.profession_texpos_gs[GUARD][STANDARD]","",""
"creature_raw","4","0x107c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][CHILD]","",""
"creature_raw","4","0x1080","0x4","int32_t","graphics.profession_texpos_gs[GUARD][BABY]","",""
"creature_raw","4","0x1084","0x4","int32_t","graphics.profession_texpos_gs[GUARD][DRUNK]","",""
"creature_raw","4","0x1088","0x4","int32_t","graphics.profession_texpos_gs[GUARD][LASHER]","",""
"creature_raw","4","0x108c","0x4","int32_t","graphics.profession_texpos_gs[GUARD][MASTER_LASHER]","",""
"creature_raw","3","0x1090","0x160","static-array","graphics.profession_texpos_gs[ROYALGUARD]","int32_t",""
"creature_raw","4","0x1090","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MINER]","",""
"creature_raw","4","0x1094","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CARPENTER]","",""
"creature_raw","4","0x1098","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASON]","",""
"creature_raw","4","0x109c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][TRAPPER]","",""
"creature_raw","4","0x10a0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][METALSMITH]","",""
"creature_raw","4","0x10a4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][JEWELER]","",""
"creature_raw","4","0x10a8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CRAFTSMAN]","",""
"creature_raw","4","0x10ac","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][KING]","",""
"creature_raw","4","0x10b0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][KING_CONSORT]","",""
"creature_raw","4","0x10b4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][FISHERMAN]","",""
"creature_raw","4","0x10b8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][FARMER]","",""
"creature_raw","4","0x10bc","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MECHANIC]","",""
"creature_raw","4","0x10c0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MANAGER]","",""
"creature_raw","4","0x10c4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MAYOR]","",""
"creature_raw","4","0x10c8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GOVERNOR]","",""
"creature_raw","4","0x10cc","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][BROKER]","",""
"creature_raw","4","0x10d0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MINISTER_TRADE]","",""
"creature_raw","4","0x10d4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILDMASTER]","",""
"creature_raw","4","0x10d8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][BOOKKEEPER]","",""
"creature_raw","4","0x10dc","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][TREASURER]","",""
"creature_raw","4","0x10e0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][HOARDMASTER]","",""
"creature_raw","4","0x10e4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][TAXCOLLECTOR]","",""
"creature_raw","4","0x10e8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][EXECUTIONER]","",""
"creature_raw","4","0x10ec","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][SHERIFF]","",""
"creature_raw","4","0x10f0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][BARON]","",""
"creature_raw","4","0x10f4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][COUNT]","",""
"creature_raw","4","0x10f8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][DUKE]","",""
"creature_raw","4","0x10fc","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][BARON_CONSORT]","",""
"creature_raw","4","0x1100","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][COUNT_CONSORT]","",""
"creature_raw","4","0x1104","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][DUKE_CONSORT]","",""
"creature_raw","4","0x1108","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILD_MINER]","",""
"creature_raw","4","0x110c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILD_CARPENTER]","",""
"creature_raw","4","0x1110","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILD_MASON]","",""
"creature_raw","4","0x1114","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILD_METALSMITH]","",""
"creature_raw","4","0x1118","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILD_JEWELER]","",""
"creature_raw","4","0x111c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILD_CRAFTSMAN]","",""
"creature_raw","4","0x1120","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][HOUSE_DEATH]","",""
"creature_raw","4","0x1124","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][HOUSE_ANIMAL]","",""
"creature_raw","4","0x1128","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][HOUSE_FARMER]","",""
"creature_raw","4","0x112c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][PHILOSOPHER]","",""
"creature_raw","4","0x1130","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][ADVISOR]","",""
"creature_raw","4","0x1134","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CULT_AXE]","",""
"creature_raw","4","0x1138","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CULT_MACE]","",""
"creature_raw","4","0x113c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CULT_SWORD]","",""
"creature_raw","4","0x1140","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CULT_HAMMER]","",""
"creature_raw","4","0x1144","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CULT_CROSSBOW]","",""
"creature_raw","4","0x1148","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CULT_SPEAR]","",""
"creature_raw","4","0x114c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][ALCHEMIST]","",""
"creature_raw","4","0x1150","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][DUNGEONMASTER]","",""
"creature_raw","4","0x1154","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MERCHANT]","",""
"creature_raw","4","0x1158","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][DIPLOMAT]","",""
"creature_raw","4","0x115c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][GUILDREP]","",""
"creature_raw","4","0x1160","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MERCHANTBARON]","",""
"creature_raw","4","0x1164","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MERCHANTPRINCE]","",""
"creature_raw","4","0x1168","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][OUTPOSTLIAISON]","",""
"creature_raw","4","0x116c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][DRUID]","",""
"creature_raw","4","0x1170","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CHAMPION]","",""
"creature_raw","4","0x1174","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][HAMMERMAN]","",""
"creature_raw","4","0x1178","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_HAMMERMAN]","",""
"creature_raw","4","0x117c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][SPEARMAN]","",""
"creature_raw","4","0x1180","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_SPEARMAN]","",""
"creature_raw","4","0x1184","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CROSSBOWMAN]","",""
"creature_raw","4","0x1188","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_CROSSBOWMAN]","",""
"creature_raw","4","0x118c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][WRESTLER]","",""
"creature_raw","4","0x1190","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_WRESTLER]","",""
"creature_raw","4","0x1194","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][AXEMAN]","",""
"creature_raw","4","0x1198","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_AXEMAN]","",""
"creature_raw","4","0x119c","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][SWORDSMAN]","",""
"creature_raw","4","0x11a0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_SWORDSMAN]","",""
"creature_raw","4","0x11a4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MACEMAN]","",""
"creature_raw","4","0x11a8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_MACEMAN]","",""
"creature_raw","4","0x11ac","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][PIKEMAN]","",""
"creature_raw","4","0x11b0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_PIKEMAN]","",""
"creature_raw","4","0x11b4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][BOWMAN]","",""
"creature_raw","4","0x11b8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_BOWMAN]","",""
"creature_raw","4","0x11bc","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][BLOWGUNMAN]","",""
"creature_raw","4","0x11c0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_BLOWGUNMAN]","",""
"creature_raw","4","0x11c4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][RECRUIT]","",""
"creature_raw","4","0x11c8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][TRAINED_HUNTER]","",""
"creature_raw","4","0x11cc","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][TRAINED_WAR]","",""
"creature_raw","4","0x11d0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_THIEF]","",""
"creature_raw","4","0x11d4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][THIEF]","",""
"creature_raw","4","0x11d8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][STANDARD]","",""
"creature_raw","4","0x11dc","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][CHILD]","",""
"creature_raw","4","0x11e0","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][BABY]","",""
"creature_raw","4","0x11e4","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][DRUNK]","",""
"creature_raw","4","0x11e8","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][LASHER]","",""
"creature_raw","4","0x11ec","0x4","int32_t","graphics.profession_texpos_gs[ROYALGUARD][MASTER_LASHER]","",""
"creature_raw","3","0x11f0","0x160","static-array","graphics.profession_texpos_gs[CASTLEGUARD]","int32_t",""
"creature_raw","4","0x11f0","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MINER]","",""
"creature_raw","4","0x11f4","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CARPENTER]","",""
"creature_raw","4","0x11f8","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASON]","",""
"creature_raw","4","0x11fc","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][TRAPPER]","",""
"creature_raw","4","0x1200","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][METALSMITH]","",""
"creature_raw","4","0x1204","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][JEWELER]","",""
"creature_raw","4","0x1208","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CRAFTSMAN]","",""
"creature_raw","4","0x120c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][KING]","",""
"creature_raw","4","0x1210","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][KING_CONSORT]","",""
"creature_raw","4","0x1214","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][FISHERMAN]","",""
"creature_raw","4","0x1218","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][FARMER]","",""
"creature_raw","4","0x121c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MECHANIC]","",""
"creature_raw","4","0x1220","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MANAGER]","",""
"creature_raw","4","0x1224","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MAYOR]","",""
"creature_raw","4","0x1228","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GOVERNOR]","",""
"creature_raw","4","0x122c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][BROKER]","",""
"creature_raw","4","0x1230","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MINISTER_TRADE]","",""
"creature_raw","4","0x1234","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILDMASTER]","",""
"creature_raw","4","0x1238","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][BOOKKEEPER]","",""
"creature_raw","4","0x123c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][TREASURER]","",""
"creature_raw","4","0x1240","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][HOARDMASTER]","",""
"creature_raw","4","0x1244","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][TAXCOLLECTOR]","",""
"creature_raw","4","0x1248","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][EXECUTIONER]","",""
"creature_raw","4","0x124c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][SHERIFF]","",""
"creature_raw","4","0x1250","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][BARON]","",""
"creature_raw","4","0x1254","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][COUNT]","",""
"creature_raw","4","0x1258","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][DUKE]","",""
"creature_raw","4","0x125c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][BARON_CONSORT]","",""
"creature_raw","4","0x1260","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][COUNT_CONSORT]","",""
"creature_raw","4","0x1264","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][DUKE_CONSORT]","",""
"creature_raw","4","0x1268","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILD_MINER]","",""
"creature_raw","4","0x126c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILD_CARPENTER]","",""
"creature_raw","4","0x1270","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILD_MASON]","",""
"creature_raw","4","0x1274","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILD_METALSMITH]","",""
"creature_raw","4","0x1278","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILD_JEWELER]","",""
"creature_raw","4","0x127c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILD_CRAFTSMAN]","",""
"creature_raw","4","0x1280","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][HOUSE_DEATH]","",""
"creature_raw","4","0x1284","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][HOUSE_ANIMAL]","",""
"creature_raw","4","0x1288","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][HOUSE_FARMER]","",""
"creature_raw","4","0x128c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][PHILOSOPHER]","",""
"creature_raw","4","0x1290","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][ADVISOR]","",""
"creature_raw","4","0x1294","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CULT_AXE]","",""
"creature_raw","4","0x1298","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CULT_MACE]","",""
"creature_raw","4","0x129c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CULT_SWORD]","",""
"creature_raw","4","0x12a0","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CULT_HAMMER]","",""
"creature_raw","4","0x12a4","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CULT_CROSSBOW]","",""
"creature_raw","4","0x12a8","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CULT_SPEAR]","",""
"creature_raw","4","0x12ac","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][ALCHEMIST]","",""
"creature_raw","4","0x12b0","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][DUNGEONMASTER]","",""
"creature_raw","4","0x12b4","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MERCHANT]","",""
"creature_raw","4","0x12b8","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][DIPLOMAT]","",""
"creature_raw","4","0x12bc","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][GUILDREP]","",""
"creature_raw","4","0x12c0","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MERCHANTBARON]","",""
"creature_raw","4","0x12c4","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MERCHANTPRINCE]","",""
"creature_raw","4","0x12c8","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][OUTPOSTLIAISON]","",""
"creature_raw","4","0x12cc","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][DRUID]","",""
"creature_raw","4","0x12d0","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CHAMPION]","",""
"creature_raw","4","0x12d4","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][HAMMERMAN]","",""
"creature_raw","4","0x12d8","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_HAMMERMAN]","",""
"creature_raw","4","0x12dc","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][SPEARMAN]","",""
"creature_raw","4","0x12e0","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_SPEARMAN]","",""
"creature_raw","4","0x12e4","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CROSSBOWMAN]","",""
"creature_raw","4","0x12e8","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_CROSSBOWMAN]","",""
"creature_raw","4","0x12ec","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][WRESTLER]","",""
"creature_raw","4","0x12f0","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_WRESTLER]","",""
"creature_raw","4","0x12f4","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][AXEMAN]","",""
"creature_raw","4","0x12f8","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_AXEMAN]","",""
"creature_raw","4","0x12fc","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][SWORDSMAN]","",""
"creature_raw","4","0x1300","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_SWORDSMAN]","",""
"creature_raw","4","0x1304","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MACEMAN]","",""
"creature_raw","4","0x1308","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_MACEMAN]","",""
"creature_raw","4","0x130c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][PIKEMAN]","",""
"creature_raw","4","0x1310","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_PIKEMAN]","",""
"creature_raw","4","0x1314","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][BOWMAN]","",""
"creature_raw","4","0x1318","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_BOWMAN]","",""
"creature_raw","4","0x131c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][BLOWGUNMAN]","",""
"creature_raw","4","0x1320","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_BLOWGUNMAN]","",""
"creature_raw","4","0x1324","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][RECRUIT]","",""
"creature_raw","4","0x1328","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][TRAINED_HUNTER]","",""
"creature_raw","4","0x132c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][TRAINED_WAR]","",""
"creature_raw","4","0x1330","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_THIEF]","",""
"creature_raw","4","0x1334","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][THIEF]","",""
"creature_raw","4","0x1338","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][STANDARD]","",""
"creature_raw","4","0x133c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][CHILD]","",""
"creature_raw","4","0x1340","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][BABY]","",""
"creature_raw","4","0x1344","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][DRUNK]","",""
"creature_raw","4","0x1348","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][LASHER]","",""
"creature_raw","4","0x134c","0x4","int32_t","graphics.profession_texpos_gs[CASTLEGUARD][MASTER_LASHER]","",""
"creature_raw","3","0x1350","0x160","static-array","graphics.profession_texpos_gs[ZOMBIE]","int32_t",""
"creature_raw","4","0x1350","0x4","int32_t","graphics.profession_texpos_gs[ZOMBIE][MINER]","",""
"creature_raw","4","0x1354","0x4","int32_t","graphics.profession_texpos_gs[ZOMBIE][CARPENTER]","",""
"creature_raw","4","0x1358","0x4","int32_t","graphics.profession_texpos_gs[ZOMBIE][MASON]","",""
